행정구역,2008년_계_총인구수,2008년_계_0~9세,2008년_계_10~19세,2008년_계_20~29세,2008년_계_30~39세,2008년_계_40~49세,2008년_계_50~59세,2008년_계_60~69세,2008년_계_70~79세,2008년_계_80~89세,2008년_계_90~99세,2008년_계_100세 이상,2008년_남_총인구수,2008년_남_0~9세,2008년_남_10~19세,2008년_남_20~29세,2008년_남_30~39세,2008년_남_40~49세,2008년_남_50~59세,2008년_남_60~69세,2008년_남_70~79세,2008년_남_80~89세,2008년_남_90~99세,2008년_남_100세 이상,2008년_여_총인구수,2008년_여_0~9세,2008년_여_10~19세,2008년_여_20~29세,2008년_여_30~39세,2008년_여_40~49세,2008년_여_50~59세,2008년_여_60~69세,2008년_여_70~79세,2008년_여_80~89세,2008년_여_90~99세,2008년_여_100세 이상,2009년_계_총인구수,2009년_계_0~9세,2009년_계_10~19세,2009년_계_20~29세,2009년_계_30~39세,2009년_계_40~49세,2009년_계_50~59세,2009년_계_60~69세,2009년_계_70~79세,2009년_계_80~89세,2009년_계_90~99세,2009년_계_100세 이상,2009년_남_총인구수,2009년_남_0~9세,2009년_남_10~19세,2009년_남_20~29세,2009년_남_30~39세,2009년_남_40~49세,2009년_남_50~59세,2009년_남_60~69세,2009년_남_70~79세,2009년_남_80~89세,2009년_남_90~99세,2009년_남_100세 이상,2009년_여_총인구수,2009년_여_0~9세,2009년_여_10~19세,2009년_여_20~29세,2009년_여_30~39세,2009년_여_40~49세,2009년_여_50~59세,2009년_여_60~69세,2009년_여_70~79세,2009년_여_80~89세,2009년_여_90~99세,2009년_여_100세 이상,2010년_계_총인구수,2010년_계_0~9세,2010년_계_10~19세,2010년_계_20~29세,2010년_계_30~39세,2010년_계_40~49세,2010년_계_50~59세,2010년_계_60~69세,2010년_계_70~79세,2010년_계_80~89세,2010년_계_90~99세,2010년_계_100세 이상,2010년_남_총인구수,2010년_남_0~9세,2010년_남_10~19세,2010년_남_20~29세,2010년_남_30~39세,2010년_남_40~49세,2010년_남_50~59세,2010년_남_60~69세,2010년_남_70~79세,2010년_남_80~89세,2010년_남_90~99세,2010년_남_100세 이상,2010년_여_총인구수,2010년_여_0~9세,2010년_여_10~19세,2010년_여_20~29세,2010년_여_30~39세,2010년_여_40~49세,2010년_여_50~59세,2010년_여_60~69세,2010년_여_70~79세,2010년_여_80~89세,2010년_여_90~99세,2010년_여_100세 이상,2011년_계_총인구수,2011년_계_0~9세,2011년_계_10~19세,2011년_계_20~29세,2011년_계_30~39세,2011년_계_40~49세,2011년_계_50~59세,2011년_계_60~69세,2011년_계_70~79세,2011년_계_80~89세,2011년_계_90~99세,2011년_계_100세 이상,2011년_남_총인구수,2011년_남_0~9세,2011년_남_10~19세,2011년_남_20~29세,2011년_남_30~39세,2011년_남_40~49세,2011년_남_50~59세,2011년_남_60~69세,2011년_남_70~79세,2011년_남_80~89세,2011년_남_90~99세,2011년_남_100세 이상,2011년_여_총인구수,2011년_여_0~9세,2011년_여_10~19세,2011년_여_20~29세,2011년_여_30~39세,2011년_여_40~49세,2011년_여_50~59세,2011년_여_60~69세,2011년_여_70~79세,2011년_여_80~89세,2011년_여_90~99세,2011년_여_100세 이상,2012년_계_총인구수,2012년_계_0~9세,2012년_계_10~19세,2012년_계_20~29세,2012년_계_30~39세,2012년_계_40~49세,2012년_계_50~59세,2012년_계_60~69세,2012년_계_70~79세,2012년_계_80~89세,2012년_계_90~99세,2012년_계_100세 이상,2012년_남_총인구수,2012년_남_0~9세,2012년_남_10~19세,2012년_남_20~29세,2012년_남_30~39세,2012년_남_40~49세,2012년_남_50~59세,2012년_남_60~69세,2012년_남_70~79세,2012년_남_80~89세,2012년_남_90~99세,2012년_남_100세 이상,2012년_여_총인구수,2012년_여_0~9세,2012년_여_10~19세,2012년_여_20~29세,2012년_여_30~39세,2012년_여_40~49세,2012년_여_50~59세,2012년_여_60~69세,2012년_여_70~79세,2012년_여_80~89세,2012년_여_90~99세,2012년_여_100세 이상,2013년_계_총인구수,2013년_계_0~9세,2013년_계_10~19세,2013년_계_20~29세,2013년_계_30~39세,2013년_계_40~49세,2013년_계_50~59세,2013년_계_60~69세,2013년_계_70~79세,2013년_계_80~89세,2013년_계_90~99세,2013년_계_100세 이상,2013년_남_총인구수,2013년_남_0~9세,2013년_남_10~19세,2013년_남_20~29세,2013년_남_30~39세,2013년_남_40~49세,2013년_남_50~59세,2013년_남_60~69세,2013년_남_70~79세,2013년_남_80~89세,2013년_남_90~99세,2013년_남_100세 이상,2013년_여_총인구수,2013년_여_0~9세,2013년_여_10~19세,2013년_여_20~29세,2013년_여_30~39세,2013년_여_40~49세,2013년_여_50~59세,2013년_여_60~69세,2013년_여_70~79세,2013년_여_80~89세,2013년_여_90~99세,2013년_여_100세 이상,2014년_계_총인구수,2014년_계_0~9세,2014년_계_10~19세,2014년_계_20~29세,2014년_계_30~39세,2014년_계_40~49세,2014년_계_50~59세,2014년_계_60~69세,2014년_계_70~79세,2014년_계_80~89세,2014년_계_90~99세,2014년_계_100세 이상,2014년_남_총인구수,2014년_남_0~9세,2014년_남_10~19세,2014년_남_20~29세,2014년_남_30~39세,2014년_남_40~49세,2014년_남_50~59세,2014년_남_60~69세,2014년_남_70~79세,2014년_남_80~89세,2014년_남_90~99세,2014년_남_100세 이상,2014년_여_총인구수,2014년_여_0~9세,2014년_여_10~19세,2014년_여_20~29세,2014년_여_30~39세,2014년_여_40~49세,2014년_여_50~59세,2014년_여_60~69세,2014년_여_70~79세,2014년_여_80~89세,2014년_여_90~99세,2014년_여_100세 이상,2015년_계_총인구수,2015년_계_0~9세,2015년_계_10~19세,2015년_계_20~29세,2015년_계_30~39세,2015년_계_40~49세,2015년_계_50~59세,2015년_계_60~69세,2015년_계_70~79세,2015년_계_80~89세,2015년_계_90~99세,2015년_계_100세 이상,2015년_남_총인구수,2015년_남_0~9세,2015년_남_10~19세,2015년_남_20~29세,2015년_남_30~39세,2015년_남_40~49세,2015년_남_50~59세,2015년_남_60~69세,2015년_남_70~79세,2015년_남_80~89세,2015년_남_90~99세,2015년_남_100세 이상,2015년_여_총인구수,2015년_여_0~9세,2015년_여_10~19세,2015년_여_20~29세,2015년_여_30~39세,2015년_여_40~49세,2015년_여_50~59세,2015년_여_60~69세,2015년_여_70~79세,2015년_여_80~89세,2015년_여_90~99세,2015년_여_100세 이상,2016년_계_총인구수,2016년_계_0~9세,2016년_계_10~19세,2016년_계_20~29세,2016년_계_30~39세,2016년_계_40~49세,2016년_계_50~59세,2016년_계_60~69세,2016년_계_70~79세,2016년_계_80~89세,2016년_계_90~99세,2016년_계_100세 이상,2016년_남_총인구수,2016년_남_0~9세,2016년_남_10~19세,2016년_남_20~29세,2016년_남_30~39세,2016년_남_40~49세,2016년_남_50~59세,2016년_남_60~69세,2016년_남_70~79세,2016년_남_80~89세,2016년_남_90~99세,2016년_남_100세 이상,2016년_여_총인구수,2016년_여_0~9세,2016년_여_10~19세,2016년_여_20~29세,2016년_여_30~39세,2016년_여_40~49세,2016년_여_50~59세,2016년_여_60~69세,2016년_여_70~79세,2016년_여_80~89세,2016년_여_90~99세,2016년_여_100세 이상,2017년_계_총인구수,2017년_계_0~9세,2017년_계_10~19세,2017년_계_20~29세,2017년_계_30~39세,2017년_계_40~49세,2017년_계_50~59세,2017년_계_60~69세,2017년_계_70~79세,2017년_계_80~89세,2017년_계_90~99세,2017년_계_100세 이상,2017년_남_총인구수,2017년_남_0~9세,2017년_남_10~19세,2017년_남_20~29세,2017년_남_30~39세,2017년_남_40~49세,2017년_남_50~59세,2017년_남_60~69세,2017년_남_70~79세,2017년_남_80~89세,2017년_남_90~99세,2017년_남_100세 이상,2017년_여_총인구수,2017년_여_0~9세,2017년_여_10~19세,2017년_여_20~29세,2017년_여_30~39세,2017년_여_40~49세,2017년_여_50~59세,2017년_여_60~69세,2017년_여_70~79세,2017년_여_80~89세,2017년_여_90~99세,2017년_여_100세 이상,2018년_계_총인구수,2018년_계_0~9세,2018년_계_10~19세,2018년_계_20~29세,2018년_계_30~39세,2018년_계_40~49세,2018년_계_50~59세,2018년_계_60~69세,2018년_계_70~79세,2018년_계_80~89세,2018년_계_90~99세,2018년_계_100세 이상,2018년_남_총인구수,2018년_남_0~9세,2018년_남_10~19세,2018년_남_20~29세,2018년_남_30~39세,2018년_남_40~49세,2018년_남_50~59세,2018년_남_60~69세,2018년_남_70~79세,2018년_남_80~89세,2018년_남_90~99세,2018년_남_100세 이상,2018년_여_총인구수,2018년_여_0~9세,2018년_여_10~19세,2018년_여_20~29세,2018년_여_30~39세,2018년_여_40~49세,2018년_여_50~59세,2018년_여_60~69세,2018년_여_70~79세,2018년_여_80~89세,2018년_여_90~99세,2018년_여_100세 이상,2019년_계_총인구수,2019년_계_0~9세,2019년_계_10~19세,2019년_계_20~29세,2019년_계_30~39세,2019년_계_40~49세,2019년_계_50~59세,2019년_계_60~69세,2019년_계_70~79세,2019년_계_80~89세,2019년_계_90~99세,2019년_계_100세 이상,2019년_남_총인구수,2019년_남_0~9세,2019년_남_10~19세,2019년_남_20~29세,2019년_남_30~39세,2019년_남_40~49세,2019년_남_50~59세,2019년_남_60~69세,2019년_남_70~79세,2019년_남_80~89세,2019년_남_90~99세,2019년_남_100세 이상,2019년_여_총인구수,2019년_여_0~9세,2019년_여_10~19세,2019년_여_20~29세,2019년_여_30~39세,2019년_여_40~49세,2019년_여_50~59세,2019년_여_60~69세,2019년_여_70~79세,2019년_여_80~89세,2019년_여_90~99세,2019년_여_100세 이상,2020년_계_총인구수,2020년_계_0~9세,2020년_계_10~19세,2020년_계_20~29세,2020년_계_30~39세,2020년_계_40~49세,2020년_계_50~59세,2020년_계_60~69세,2020년_계_70~79세,2020년_계_80~89세,2020년_계_90~99세,2020년_계_100세 이상,2020년_남_총인구수,2020년_남_0~9세,2020년_남_10~19세,2020년_남_20~29세,2020년_남_30~39세,2020년_남_40~49세,2020년_남_50~59세,2020년_남_60~69세,2020년_남_70~79세,2020년_남_80~89세,2020년_남_90~99세,2020년_남_100세 이상,2020년_여_총인구수,2020년_여_0~9세,2020년_여_10~19세,2020년_여_20~29세,2020년_여_30~39세,2020년_여_40~49세,2020년_여_50~59세,2020년_여_60~69세,2020년_여_70~79세,2020년_여_80~89세,2020년_여_90~99세,2020년_여_100세 이상,2021년_계_총인구수,2021년_계_0~9세,2021년_계_10~19세,2021년_계_20~29세,2021년_계_30~39세,2021년_계_40~49세,2021년_계_50~59세,2021년_계_60~69세,2021년_계_70~79세,2021년_계_80~89세,2021년_계_90~99세,2021년_계_100세 이상,2021년_남_총인구수,2021년_남_0~9세,2021년_남_10~19세,2021년_남_20~29세,2021년_남_30~39세,2021년_남_40~49세,2021년_남_50~59세,2021년_남_60~69세,2021년_남_70~79세,2021년_남_80~89세,2021년_남_90~99세,2021년_남_100세 이상,2021년_여_총인구수,2021년_여_0~9세,2021년_여_10~19세,2021년_여_20~29세,2021년_여_30~39세,2021년_여_40~49세,2021년_여_50~59세,2021년_여_60~69세,2021년_여_70~79세,2021년_여_80~89세,2021년_여_90~99세,2021년_여_100세 이상,2022년_계_총인구수,2022년_계_0~9세,2022년_계_10~19세,2022년_계_20~29세,2022년_계_30~39세,2022년_계_40~49세,2022년_계_50~59세,2022년_계_60~69세,2022년_계_70~79세,2022년_계_80~89세,2022년_계_90~99세,2022년_계_100세 이상,2022년_남_총인구수,2022년_남_0~9세,2022년_남_10~19세,2022년_남_20~29세,2022년_남_30~39세,2022년_남_40~49세,2022년_남_50~59세,2022년_남_60~69세,2022년_남_70~79세,2022년_남_80~89세,2022년_남_90~99세,2022년_남_100세 이상,2022년_여_총인구수,2022년_여_0~9세,2022년_여_10~19세,2022년_여_20~29세,2022년_여_30~39세,2022년_여_40~49세,2022년_여_50~59세,2022년_여_60~69세,2022년_여_70~79세,2022년_여_80~89세,2022년_여_90~99세,2022년_여_100세 이상,2023년_계_총인구수,2023년_계_0~9세,2023년_계_10~19세,2023년_계_20~29세,2023년_계_30~39세,2023년_계_40~49세,2023년_계_50~59세,2023년_계_60~69세,2023년_계_70~79세,2023년_계_80~89세,2023년_계_90~99세,2023년_계_100세 이상,2023년_남_총인구수,2023년_남_0~9세,2023년_남_10~19세,2023년_남_20~29세,2023년_남_30~39세,2023년_남_40~49세,2023년_남_50~59세,2023년_남_60~69세,2023년_남_70~79세,2023년_남_80~89세,2023년_남_90~99세,2023년_남_100세 이상,2023년_여_총인구수,2023년_여_0~9세,2023년_여_10~19세,2023년_여_20~29세,2023년_여_30~39세,2023년_여_40~49세,2023년_여_50~59세,2023년_여_60~69세,2023년_여_70~79세,2023년_여_80~89세,2023년_여_90~99세,2023년_여_100세 이상
전국,"49,540,367","5,096,863","6,824,922","7,225,638","8,470,294","8,671,848","6,140,573","3,964,796","2,333,042","726,164","83,892","2,335","24,822,897","2,647,788","3,608,254","3,727,944","4,320,946","4,410,221","3,078,799","1,869,267","925,456","216,374","17,593",255,"24,717,470","2,449,075","3,216,668","3,497,694","4,149,348","4,261,627","3,061,774","2,095,529","1,407,586","509,790","66,299","2,080","49,773,145","4,922,969","6,811,650","7,028,262","8,371,533","8,729,495","6,508,077","4,047,492","2,477,437","783,005","90,626","2,599","24,929,939","2,553,592","3,599,148","3,636,509","4,269,498","4,439,164","3,261,648","1,920,187","997,027","233,278","19,527",361,"24,843,206","2,369,377","3,212,502","3,391,753","4,102,035","4,290,331","3,246,429","2,127,305","1,480,410","549,727","71,099","2,238","50,515,666","4,757,524","6,826,875","6,866,956","8,370,549","8,844,352","7,066,823","4,191,329","2,618,525","851,768","109,835","11,130","25,310,385","2,463,577","3,598,726","3,565,624","4,272,740","4,513,652","3,543,441","1,999,523","1,070,720","253,899","25,765","2,718","25,205,281","2,293,947","3,228,149","3,301,332","4,097,809","4,330,700","3,523,382","2,191,806","1,547,805","597,869","84,070","8,412","50,734,284","4,675,849","6,681,125","6,727,416","8,254,786","8,846,683","7,528,146","4,216,872","2,771,176","901,906","118,691","11,634","25,406,934","2,417,495","3,518,211","3,500,429","4,211,610","4,518,589","3,774,255","2,019,901","1,147,046","269,527","27,219","2,652","25,327,350","2,258,354","3,162,914","3,226,987","4,043,176","4,328,094","3,753,891","2,196,971","1,624,130","632,379","91,472","8,982","50,948,272","4,668,711","6,447,279","6,626,948","8,168,943","8,836,158","7,791,570","4,328,536","2,970,343","965,091","132,036","12,657","25,504,060","2,409,323","3,390,332","3,459,480","4,163,684","4,510,316","3,915,566","2,083,585","1,246,286","292,113","30,467","2,908","25,444,212","2,259,388","3,056,947","3,167,468","4,005,259","4,325,842","3,876,004","2,244,951","1,724,057","672,978","101,569","9,749","51,141,463","4,623,934","6,229,715","6,589,529","8,015,414","8,919,961","8,025,256","4,472,556","3,072,800","1,031,618","146,887","13,793","25,588,336","2,382,889","3,266,603","3,452,206","4,090,696","4,540,768","4,041,105","2,160,116","1,299,453","317,223","34,083","3,194","25,553,127","2,241,045","2,963,112","3,137,323","3,924,718","4,379,193","3,984,151","2,312,440","1,773,347","714,395","112,804","10,599","51,327,916","4,591,374","5,988,904","6,642,044","7,811,847","8,930,216","8,216,161","4,706,108","3,146,604","1,124,143","155,509","15,006","25,669,296","2,363,080","3,130,485","3,490,614","3,985,799","4,544,382","4,137,985","2,284,239","1,341,009","351,569","36,634","3,500","25,658,620","2,228,294","2,858,419","3,151,430","3,826,048","4,385,834","4,078,176","2,421,869","1,805,595","772,574","118,875","11,506","51,529,338","4,601,688","5,717,089","6,699,048","7,670,966","8,858,993","8,324,791","5,073,279","3,176,437","1,225,210","165,628","16,209","25,758,186","2,365,981","2,980,812","3,527,813","3,919,396","4,505,612","4,196,330","2,462,313","1,366,101","391,673","38,373","3,782","25,771,152","2,235,707","2,736,277","3,171,235","3,751,570","4,353,381","4,128,461","2,610,966","1,810,336","833,537","127,255","12,427","51,696,216","4,566,168","5,481,038","6,758,428","7,534,140","8,797,053","8,424,661","5,376,421","3,239,119","1,325,294","176,332","17,562","25,827,594","2,345,162","2,852,009","3,560,115","3,852,019","4,460,821","4,260,102","2,612,977","1,407,287","432,612","40,353","4,137","25,868,622","2,221,006","2,629,029","3,198,313","3,682,121","4,336,232","4,164,559","2,763,444","1,831,832","892,682","135,979","13,425","51,778,544","4,435,198","5,304,425","6,810,967","7,368,649","8,702,752","8,490,204","5,657,264","3,379,106","1,419,599","192,530","17,850","25,855,919","2,277,849","2,757,691","3,587,959","3,772,868","4,416,852","4,281,397","2,758,597","1,482,178","473,039","43,465","4,024","25,922,625","2,157,349","2,546,734","3,223,008","3,595,781","4,285,900","4,208,807","2,898,667","1,896,928","946,560","149,065","13,826","51,826,059","4,303,062","5,131,153","6,823,973","7,270,143","8,488,587","8,615,884","5,949,639","3,497,936","1,516,992","209,907","18,783","25,866,129","2,208,857","2,662,198","3,591,833","3,723,573","4,316,614","4,339,203","2,907,138","1,549,636","515,449","47,301","4,327","25,959,930","2,094,205","2,468,955","3,232,140","3,546,570","4,171,973","4,276,681","3,042,501","1,948,300","1,001,543","162,606","14,456","51,849,861","4,166,914","4,959,010","6,810,356","7,071,024","8,383,230","8,667,377","6,310,651","3,596,044","1,633,336","231,759","20,160","25,864,816","2,138,215","2,568,963","3,582,927","3,631,290","4,260,978","4,366,687","3,085,712","1,607,050","565,417","52,747","4,830","25,985,045","2,028,699","2,390,047","3,227,429","3,439,734","4,122,252","4,300,690","3,224,939","1,988,994","1,067,919","179,012","15,330","51,829,023","3,970,070","4,793,336","6,806,153","6,873,117","8,294,787","8,645,014","6,744,506","3,698,246","1,729,422","252,460","21,912","25,841,029","2,035,712","2,478,773","3,573,667","3,541,548","4,214,971","4,362,544","3,298,604","1,664,340","608,461","57,058","5,351","25,987,994","1,934,358","2,314,563","3,232,486","3,331,569","4,079,816","4,282,470","3,445,902","2,033,906","1,120,961","195,402","16,561","51,638,809","3,760,350","4,709,316","6,655,923","6,723,435","8,166,792","8,635,211","7,164,712","3,715,084","1,835,481","264,544","7,961","25,746,684","1,927,798","2,431,349","3,491,682","3,472,711","4,150,248","4,366,299","3,508,745","1,683,401","654,228","58,851","1,372","25,892,125","1,832,552","2,277,967","3,164,241","3,250,724","4,016,544","4,268,912","3,655,967","2,031,683","1,181,253","205,693","6,589","51,439,038","3,532,642","4,703,196","6,417,181","6,615,511","8,073,117","8,612,064","7,403,539","3,825,717","1,970,593","277,745","7,733","25,636,951","1,810,379","2,423,599","3,361,589","3,428,864","4,098,998","4,353,321","3,635,619","1,746,555","714,247","62,519","1,261","25,802,087","1,722,263","2,279,597","3,055,592","3,186,647","3,974,119","4,258,743","3,767,920","2,079,162","1,256,346","215,226","6,472","51,325,329","3,332,892","4,651,460","6,197,486","6,575,548","7,922,134","8,695,699","7,630,708","3,966,203","2,045,024","299,638","8,537","25,565,736","1,708,010","2,393,339","3,236,838","3,420,991","4,028,250","4,385,550","3,755,827","1,818,730","748,225","68,553","1,423","25,759,593","1,624,882","2,258,121","2,960,648","3,154,557","3,893,884","4,310,149","3,874,881","2,147,473","1,296,799","231,085","7,114"
서울특별시,"10,200,827","930,515","1,273,921","1,701,253","1,888,662","1,721,870","1,341,904","827,725","381,508","118,466","14,592",411,"5,061,809","480,828","669,914","844,653","964,702","852,139","650,194","401,879","159,039","35,212","3,197",52,"5,139,018","449,687","604,007","856,600","923,960","869,731","691,710","425,846","222,469","83,254","11,395",359,"10,208,302","898,116","1,259,471","1,641,530","1,877,265","1,724,937","1,398,666","854,162","410,441","127,449","15,794",471,"5,059,269","463,335","661,712","816,567","955,372","856,086","676,233","413,754","174,395","38,116","3,623",76,"5,149,033","434,781","597,759","824,963","921,893","868,851","722,433","440,408","236,046","89,333","12,171",395,"10,312,545","859,521","1,247,989","1,583,684","1,869,447","1,749,548","1,497,689","895,164","444,099","140,449","21,432","3,523","5,111,259","442,791","654,288","788,804","950,258","876,076","723,834","432,585","193,103","42,895","5,651",974,"5,201,286","416,730","593,701","794,880","919,189","873,472","773,855","462,579","250,996","97,554","15,781","2,549","10,249,679","836,648","1,203,517","1,529,819","1,831,942","1,744,590","1,560,094","894,338","476,034","146,509","22,602","3,586","5,073,899","430,395","630,552","762,432","928,074","875,411","754,039","430,769","210,482","45,079","5,772",894,"5,175,780","406,253","572,965","767,387","903,868","869,179","806,055","463,569","265,552","101,430","16,830","2,692","10,195,318","825,987","1,146,509","1,488,944","1,802,242","1,735,779","1,576,336","915,732","520,039","155,136","24,688","3,926","5,041,336","424,685","599,453","742,981","910,258","870,688","763,881","438,938","234,147","48,952","6,357",996,"5,153,982","401,302","547,056","745,963","891,984","865,091","812,455","476,794","285,892","106,184","18,331","2,930","10,143,645","808,737","1,095,810","1,459,843","1,763,451","1,738,953","1,593,805","940,935","546,449","164,308","27,088","4,266","5,007,869","415,562","570,811","729,035","889,687","869,875","773,936","449,784","247,857","53,093","7,136","1,093","5,135,776","393,175","524,999","730,808","873,764","869,078","819,869","491,151","298,592","111,215","19,952","3,173","10,103,233","793,992","1,044,513","1,457,951","1,713,666","1,729,469","1,604,160","980,220","568,848","177,339","28,404","4,671","4,979,768","407,662","541,899","728,892","861,605","865,039","779,817","467,767","259,471","58,891","7,516","1,209","5,123,465","386,330","502,614","729,059","852,061","864,430","824,343","512,453","309,377","118,448","20,888","3,462","10,022,181","783,299","985,790","1,447,221","1,668,253","1,701,609","1,588,333","1,037,752","582,367","192,801","29,719","5,037","4,930,943","401,797","510,041","723,200","837,657","849,573","773,917","492,879","266,597","66,262","7,727","1,293","5,091,238","381,502","475,749","724,021","830,596","852,036","814,416","544,873","315,770","126,539","21,992","3,744","9,930,616","761,314","934,205","1,442,701","1,620,974","1,678,172","1,570,037","1,076,270","602,541","207,716","31,211","5,475","4,876,789","390,234","482,451","719,783","812,434","834,115","768,802","510,048","275,842","73,628","8,046","1,406","5,053,827","371,080","451,754","722,918","808,540","844,057","801,235","566,222","326,699","134,088","23,165","4,069","9,857,426","728,462","894,656","1,447,115","1,579,189","1,647,989","1,553,543","1,109,052","635,309","223,113","33,479","5,519","4,830,206","373,353","461,597","720,019","790,867","818,309","759,316","525,418","290,349","81,165","8,485","1,328","5,027,220","355,109","433,059","727,096","788,322","829,680","794,227","583,634","344,960","141,948","24,994","4,191","9,765,623","690,368","855,121","1,449,790","1,548,770","1,590,374","1,546,954","1,142,415","660,825","238,869","36,294","5,843","4,773,899","353,981","440,320","716,197","774,185","789,945","756,599","540,814","301,846","89,309","9,253","1,450","4,991,724","336,387","414,801","733,593","774,585","800,429","790,355","601,601","358,979","149,560","27,041","4,393","9,729,107","662,693","819,571","1,456,623","1,509,959","1,560,983","1,539,968","1,189,802","684,087","259,487","39,690","6,244","4,744,059","340,334","421,339","713,660","754,830","773,528","754,442","562,796","311,890","99,231","10,413","1,596","4,985,048","322,359","398,232","742,963","755,129","787,455","785,526","627,006","372,197","160,256","29,277","4,648","9,668,465","623,745","781,866","1,460,411","1,475,106","1,528,182","1,523,556","1,243,954","704,076","278,094","42,683","6,792","4,701,723","320,275","401,285","707,669","737,901","756,950","748,582","587,294","320,416","108,339","11,221","1,791","4,966,742","303,470","380,581","752,742","737,205","771,232","774,974","656,660","383,660","169,755","31,462","5,001","9,509,458","583,683","756,136","1,422,277","1,439,279","1,480,780","1,507,194","1,285,922","695,800","295,009","41,735","1,643","4,618,040","299,764","387,691","684,530","718,763","733,371","742,757","607,114","316,508","116,524","10,637",381,"4,891,418","283,919","368,445","737,747","720,516","747,409","764,437","678,808","379,292","178,485","31,098","1,262","9,428,372","545,317","749,118","1,389,483","1,425,808","1,449,706","1,492,802","1,297,787","713,496","321,209","42,354","1,292","4,570,048","280,017","383,649","664,239","712,675","717,027","735,183","613,444","323,606","128,937","10,997",274,"4,858,324","265,300","365,469","725,244","713,133","732,679","757,619","684,343","389,890","192,272","31,357","1,018","9,386,034","513,562","733,211","1,355,811","1,427,405","1,420,073","1,495,557","1,315,938","738,469","339,214","45,346","1,448","4,540,031","263,448","375,346","643,229","713,915","703,001","734,760","622,855","334,075","137,024","12,059",319,"4,846,003","250,114","357,865","712,582","713,490","717,072","760,797","693,083","404,394","202,190","33,287","1,129"
